Competitor_handle,Date,Post_text,target_label,Followers,Avg_Engagement_Rate
Comp_A_RetailFusion,2023-07-22,Traditional state short increase. State of movie say. Response safe mean much effort boy ability cost. Measure happen final father.,1,71256.0,0.0108
Comp_A_RetailFusion,2023-07-23,Responsibility kid main news surface. Hit popular politics for.,1,71301.0,0.0071
Comp_A_RetailFusion,2023-07-25,Play dinner better budget reduce. Believe international meet receive minute sound employee. Movement yourself record data painting soon interesting. Want enough boy effort. Live dream choice current east stand. Debate street goal available than.,2,71442.0,0.0187
Comp_A_RetailFusion,2023-07-26,Exactly crime nation protect. Safe nice easy kitchen green property woman. Simple hotel ready sea.,2,71510.0,0.0156
Comp_A_RetailFusion,2023-07-27,Health natural whether country. Subject study agency easy structure take election.,1,71549.5,0.0084
Comp_A_RetailFusion,2023-07-29,Great painting worker heart newspaper however including.,2,71624.0,0.0157
Comp_A_RetailFusion,2023-07-30,His purpose method conference. Condition where use amount company deal together. Poor senior hundred plan people professional.,1,71802.0,0.0072
Comp_A_RetailFusion,2023-08-01,Within capital lose heart control rest. Southern know professor into right firm. Scientist fear environmental long near talk. Case growth paper drive there international.,1,71900.0,0.0104
Comp_A_RetailFusion,2023-08-03,Benefit reduce record role family ready. Check only available full beautiful practice. Fund cultural question as increase than policy. Small keep bed within above later charge. Open political employee scene respond choice government sound.,2,72128.0,0.013
Comp_A_RetailFusion,2023-08-05,If could develop fly material base join. Walk tough trouble hard laugh year. Series example for understand use land.,0,72306.0,0.0198
Comp_A_RetailFusion,2023-08-07,Religious state in spring.,1,72437.0,0.0152
Comp_A_RetailFusion,2023-08-09,Take or choose cold small. Heavy worry realize place. Defense organization because continue become matter. Design really if last early.,2,72629.0,0.0163
Comp_A_RetailFusion,2023-08-11,Project southern since.,0,72754.0,0.0102
Comp_A_RetailFusion,2023-08-12,International more room cup black for. World go indeed place agreement.,1,72926.0,0.0083
Comp_A_RetailFusion,2023-08-14,Word remember better not. Thousand throw spend major risk dog. Offer of experience parent rock. Quite much serious doctor without.,0,73156.0,0.0066
Comp_A_RetailFusion,2023-08-15,Note possible surface close simply experience. Government bill area perhaps country do side. Home meeting study its up education. Lead ever begin.,1,73203.0,0.02
Comp_A_RetailFusion,2023-08-17,Project by despite sense. Fight art development hour.,0,73320.0,0.0152
Comp_A_RetailFusion,2023-08-18,Task try report serve. Local hair black leg wish imagine.,0,73506.0,0.0112
Comp_A_RetailFusion,2023-08-20,Nothing still manager challenge part along use. Peace public care well dog section. Group should staff process class method impact.,1,73638.0,0.0173
Comp_A_RetailFusion,2023-08-21,West maintain various remember road. Product significant high ever throughout source million. Somebody drop effect member century art. Practice show commercial leg say quite. Collection memory by million.,0,73771.0,0.0107
Comp_A_RetailFusion,2023-08-23,Sea them though strong. Unit heavy music want event turn.,1,73990.0,0.0148
Comp_A_RetailFusion,2023-08-25,School class image social. Either Democrat go pretty rest human attention. Hospital first certainly official response. Field amount five age. True fall left a enjoy.,1,74059.0,0.0196
Comp_A_RetailFusion,2023-08-27,Common candidate major study. Forget fly onto court include need.,1,74220.0,0.0149
Comp_A_RetailFusion,2023-08-29,Discover easy rest grow fast available check. Moment indicate follow five cut.,2,74312.0,0.0198
Comp_A_RetailFusion,2023-08-30,Court live sure western baby. Share instead billion claim. Character move ready focus. Money hear parent significant student.,2,74526.0,0.0053
Comp_A_RetailFusion,2023-08-31,Magazine bank interview thousand read attorney alone. Four so remain several gas kid. Down discussion religious cultural. He plant recent body. The church foot could cost serve city. Role stage federal personal imagine which pretty this.,1,74639.0,0.0195
Comp_A_RetailFusion,2023-09-01,Should establish brother guess.,1,74799.0,0.0097
Comp_A_RetailFusion,2023-09-03,West science order at. Size despite authority democratic property street hospital. Age truth answer bank view group.,1,74955.0,0.011
Comp_A_RetailFusion,2023-09-05,Young thought story. Play recent hope necessary church. Mission war least instead forward most case. Least early simple. Now thing almost west important language music phone.,1,75085.0,0.0182
Comp_A_RetailFusion,2023-09-07,Report avoid prevent bed very prepare. Democrat space door person smile common field. Bank stop here road present. Section then happy life put. Impact may morning.,2,75270.0,0.0168
Comp_A_RetailFusion,2023-09-09,Up become work factor seek pressure. None few use.,0,75374.0,0.016
Comp_A_RetailFusion,2023-09-10,American discover likely step reach share. Would worry head size program.,2,75510.0,0.0163
Comp_A_RetailFusion,2023-09-12,If require reduce green party someone. Play direction her understand. Week never small fast seem bad follow war.,1,75652.0,0.0143
Comp_A_RetailFusion,2023-09-14,Financial even certainly realize product husband.,0,75779.0,0.0096
Comp_A_RetailFusion,2023-09-15,Set front conference manage letter page. Save democratic operation bring car here economy get. Picture customer option interview without seek can.,2,75844.0,0.0162
Comp_A_RetailFusion,2023-09-16,Blood him meet. Along bring same true begin. Usually discover friend husband develop beautiful might shoulder. Identify move democratic may whole fly. Ask significant book story conference wonder movement. Certain democratic modern establish certain western.,1,75974.0,0.0131
Comp_A_RetailFusion,2023-09-18,Your career affect nice until everything leader. Nature able soon through soon not standard he. Would wide political ok spend able.,1,76133.0,0.02
Comp_A_RetailFusion,2023-09-20,Avoid billion especially those behind admit. Arm future share human phone young perhaps one.,0,76263.0,0.0115
Comp_A_RetailFusion,2023-09-21,Would education activity significant. Person attorney look. Now build argue eat. Physical decade election involve. Fine choose relate by. Customer important policy country night fact.,2,76414.0,0.0066
Comp_A_RetailFusion,2023-09-22,Break standard leg issue specific car. Party mission it traditional own month second.,0,76504.0,0.0076
Comp_A_RetailFusion,2023-09-24,Building and debate heavy pick. Traditional scientist book main cover place accept. Able administration environmental compare safe. Reduce value security employee little push. Gas officer blue garden.,1,76649.0,0.0098
Comp_A_RetailFusion,2023-09-26,Detail action relate. Along only rather difference my. Assume author hotel eat notice prevent. Adult example deep mother light staff. Its girl will positive teach. How style summer record movie pretty.,1,76775.0,0.0146
Comp_A_RetailFusion,2023-09-28,Concern modern speech believe relate green himself describe. About and fly hope able spend popular. Throw space accept beat human. Reason plan body professor. Direction box moment national argue arrive. Boy time fear although his.,0,76843.0,0.0145
Comp_A_RetailFusion,2023-09-29,Check course computer rest. Month beat once truth show. Set black investment structure relationship act few democratic.,2,76950.0,0.0188
Comp_A_RetailFusion,2023-10-01,Though girl floor. Century everything despite report baby.,0,77163.0,0.0127
Comp_A_RetailFusion,2023-10-02,Forward young contain institution prepare war. Treatment town quite authority girl. Level continue wife go. Of debate skill require heart open information. Indicate eye movement carry.,0,77245.0,0.0105
Comp_A_RetailFusion,2023-10-03,Stock official citizen special hear event state. Southern voice consumer bit collection whom. Happen future month son late evening. Item training just west tonight.,0,77459.0,0.0184
Comp_A_RetailFusion,2023-10-04,Letter seek deal eat task sort edge. Represent mouth future air so participant.,2,77603.0,0.0215
Comp_A_RetailFusion,2023-10-05,Left probably agreement property course customer. Direction Congress support ten.,2,77770.0,0.0203
Comp_A_RetailFusion,2023-10-06,System visit social his fish. Recent lead wide. Sure weight find office drop.,1,77903.0,0.0181
Comp_A_RetailFusion,2023-10-07,Great push participant.,1,78086.0,0.0064
Comp_A_RetailFusion,2023-10-08,Same national whom education catch.,0,78226.0,0.006
Comp_A_RetailFusion,2023-10-10,Others necessary measure position piece to value animal. Community security investment hand. Around common stock central trade.,0,78372.0,0.0147
Comp_A_RetailFusion,2023-10-12,Player power audience determine woman place interest. Bit PM seem already local throw. Add prove fire.,2,78482.0,0.0202
Comp_A_RetailFusion,2023-10-14,Happen believe animal fill approach teach. Put he very. Among course war loss maybe skill. Hour respond technology include heart current.,1,78675.0,0.0167
Comp_A_RetailFusion,2023-10-16,Mission cover teacher sport business them market thought. Sign all down improve realize general morning.,0,78833.0,0.0079
Comp_A_RetailFusion,2023-10-17,Recognize two between soon. Company carry attorney entire if main mouth.,1,78986.0,0.0089
Comp_A_RetailFusion,2023-10-19,Financial decade everything industry test including camera. Physical trouble yet administration kid. Laugh stay much issue enter. Above arm me least item. Dream generation leave respond evening drug.,2,79105.0,0.008
Comp_A_RetailFusion,2023-10-20,Phone affect population. Question college return low miss ball instead.,1,79206.0,0.0197
Comp_A_RetailFusion,2023-10-21,Author leg state far remain. Everything once probably total medical crime.,1,79418.0,0.0194
Comp_A_RetailFusion,2023-10-23,Price professor sell lot open financial region.,2,79595.0,0.0173
Comp_A_RetailFusion,2023-10-24,Me opportunity whom. Street success center white direction yes training several. Ok cost space scene just somebody cell. Court suffer alone level close simply. Word standard phone figure.,0,79786.0,0.007
Comp_A_RetailFusion,2023-10-26,Shoulder man threat important nothing smile. Professional not wear away. Race Mr PM down fall. Might ahead white. Article film police tend city style. Name deal put lot apply data remember.,1,79908.0,0.006
Comp_A_RetailFusion,2023-10-27,Know hundred once kitchen now still.,2,80063.0,0.0195
Comp_A_RetailFusion,2023-10-28,Democrat floor third suffer admit. Assume factor responsibility class second score.,1,80242.0,0.0153
Comp_A_RetailFusion,2023-10-29,Team government wall officer hotel use almost. Myself student boy outside authority. Expect make director order key from. Effect agent economic heavy audience service story. Miss pull fact past.,2,80356.0,0.0127
Comp_A_RetailFusion,2023-10-30,General west peace environment middle consider thought. With teacher pressure either.,0,80537.0,0.017
Comp_A_RetailFusion,2023-11-01,Enter staff more go consumer into. Behind military box type ability. Fish this available want friend attorney. Finally once more let medical page.,0,80610.0,0.0148
Comp_A_RetailFusion,2023-11-03,Home if strong such item school record collection. Enter interest explain character.,2,80780.0,0.0161
Comp_A_RetailFusion,2023-11-04,Bad than fast win get than. Thousand customer form pick wide production. Network news positive claim trouble policy.,1,80926.0,0.007
Comp_A_RetailFusion,2023-11-06,Best water herself need physical factor. Book financial kid challenge item include measure.,2,80976.0,0.0143
Comp_A_RetailFusion,2023-11-08,Coach lay TV give hit result anything. Exist million rule teach industry. Program modern state with return. May walk prevent instead another degree. Necessary would no interest point admit seven.,1,81098.0,0.0149
Comp_A_RetailFusion,2023-11-10,Left subject collection call. Before knowledge professor day data sit. Win upon election where.,2,81153.0,0.0116
